link,index,title,artist,rating,has_audio,has_video,date,uploader,total_downloads
patches.php?mode=show&unit=G3&ID=8174,8174,saul1908,Max,,False,False,2014-08-22,Max,619
patches.php?mode=show&unit=G3&ID=8156,8156,Steve Vai meets Brian May,Jusme,5.0,True,False,2014-08-13,Jusme,1350
patches.php?mode=show&unit=G3&ID=8145,8145,Money for Nothing,Dire Straits,4.0,True,False,2014-08-09,RoflcopterDX,2948
patches.php?mode=show&unit=G3&ID=8142,8142,Where the Streets Have No Name,U2,4.0,False,False,2014-08-08,ryv1984,1783
patches.php?mode=show&unit=G3&ID=8143,8143,Bad,U2,,False,False,2014-08-08,ryv1984,1045
patches.php?mode=show&unit=G3&ID=8139,8139,Kill'em All-Seek and Destroy,Metallica,4.0,False,False,2014-08-05,WojtekCymerys,1692
patches.php?mode=show&unit=G3&ID=8115,8115,Wanted Dead or Alive,Bon Jovi,2.5,True,False,2014-07-31,Biz,2783
patches.php?mode=show&unit=G3&ID=8098,8098,test sound,Johnny Winter,1.0,False,False,2014-07-27,Krazymik InPers...,729
patches.php?mode=show&unit=G3&ID=8099,8099,Style,Melvin Taylor,3.0,False,False,2014-07-27,Krazymik InPers...,677
patches.php?mode=show&unit=G3&ID=8100,8100,Rhythm,Punk '77,4.0,False,False,2014-07-27,Krazymik InPers...,1040
patches.php?mode=show&unit=G3&ID=8101,8101,Test,Rory Gallagher,2.0,False,False,2014-07-27,Krazymik InPers...,720
patches.php?mode=show&unit=G3&ID=8092,8092,Mother's Little Helper,The Rolling Stones,3.0,True,False,2014-07-23,Jusme,931
patches.php?mode=show&unit=G3&ID=8090,8090,Heavy Distortion,EchoCoversHD,1.0,False,False,2014-07-21,EchoCoversHD,1107
patches.php?mode=show&unit=G3&ID=8091,8091,Clean,EchoCoversHD,3.0,False,False,2014-07-21,EchoCoversHD,1237
patches.php?mode=show&unit=G3&ID=7986,7986,take five,dave brubeck,1.0,False,False,2014-07-15,barrient,1118
patches.php?mode=show&unit=G3&ID=7975,7975,Bass tone,Me,,False,False,2014-07-10,Me,1803
patches.php?mode=show&unit=G3&ID=7976,7976,and the cradle will rock flanger,EVH,,False,False,2014-07-10,Me,1260
patches.php?mode=show&unit=G3&ID=7973,7973,Turn Turn Turn & If I Needed Someone,The Byrds & The Beatles,5.0,True,False,2014-07-09,Subridere,1589
patches.php?mode=show&unit=G3&ID=7968,7968,disco eterno,soda stereo,3.0,False,False,2014-07-08,barrient,1125
patches.php?mode=show&unit=G3&ID=7959,7959,Cocain,Eric Clapton,3.0,False,False,2014-07-05,220V,3496
patches.php?mode=show&unit=G3&ID=7960,7960,Blue on Black,Kenny Wayne Sheppard,1.0,False,False,2014-07-05,220V,988
patches.php?mode=show&unit=G3&ID=7961,7961,Keep your hands to yourself,George and the satelites,2.0,False,False,2014-07-05,220V,679
patches.php?mode=show&unit=G3&ID=7962,7962,Just like Heaven,The cure,4.0,False,False,2014-07-05,220V,1219
patches.php?mode=show&unit=G3&ID=7963,7963,Last Kiss,Pearl Jam,3.0,False,False,2014-07-05,220V,1032
patches.php?mode=show&unit=G3&ID=7964,7964,Summer of 69 (working),Bryan Adams,4.0,False,False,2014-07-05,220V,1386
patches.php?mode=show&unit=G3&ID=7965,7965,Beds are Burning,Midnight Oil,3.0,False,False,2014-07-05,220V,912
patches.php?mode=show&unit=G3&ID=7954,7954,Summer of 69,Bryan Adams,,False,False,2014-07-04,220V,1109
patches.php?mode=show&unit=G3&ID=7948,7948,midnight special  tremolo intro,creedence clearwater revival,3.0,False,False,2014-07-03,barrient,907
patches.php?mode=show&unit=G3&ID=7952,7952,The Scorpions,The Scorpions,3.7,True,False,2014-07-03,Jusme,1879
patches.php?mode=show&unit=G3&ID=7946,7946,blues. vahid,vahid,5.0,False,False,2014-07-01,...,839
patches.php?mode=show&unit=G3&ID=7943,7943,Get Lucky,Daft Punk,3.0,False,True,2014-06-28,91Snake,2633
patches.php?mode=show&unit=G3&ID=7942,7942,Metal High Gain,Henky Backer,3.7,False,True,2014-06-26,Parabellum,2205
patches.php?mode=show&unit=G3&ID=7938,7938,And Justice for All,Metalllica,4.0,False,False,2014-06-25,CrissE,1688
patches.php?mode=show&unit=G3&ID=7939,7939,Fade to Black - solo,Metallica,,False,False,2014-06-25,CrissE,1589
patches.php?mode=show&unit=G3&ID=7937,7937,Wasted Years,Iron Maiden,3.0,True,False,2014-06-24,Biz,2831
patches.php?mode=show&unit=G3&ID=7927,7927,Kayleigh,Marillion,5.0,True,False,2014-06-19,Jusme,1500
patches.php?mode=show&unit=G3&ID=7928,7928,Working Man,RUSH,5.0,True,False,2014-06-19,Jusme,1174
patches.php?mode=show&unit=G3&ID=7910,7910,American idiot (beginning guitar),Green Day,4.5,True,True,2014-06-13,MikyGD,4392
patches.php?mode=show&unit=G3&ID=7906,7906,This is the 21st Century,Marillion,,True,False,2014-06-12,Jusme,689
patches.php?mode=show&unit=G3&ID=7908,7908,Bass,Basic bass patch,5.0,True,False,2014-06-12,Jusme,2373
patches.php?mode=show&unit=G3&ID=7905,7905,Mandolin,Anyone who uses a mandolin,4.0,True,False,2014-06-11,Jusme,1234
patches.php?mode=show&unit=G3&ID=7899,7899,Marillion,Steve Rothery,1.0,True,False,2014-06-06,Jusme,913
patches.php?mode=show&unit=G3&ID=7898,7898,Headlong,Queen/Brian May,5.0,True,False,2014-06-02,Jusme,1283
patches.php?mode=show&unit=G3&ID=7887,7887,Sudacu,"Acoustic, no specific artist.",3.7,True,False,2014-05-28,Jusme,2676
patches.php?mode=show&unit=G3&ID=7883,7883,The Bitch Is Back,Elton John/Davey Johnstone,3.7,True,False,2014-05-25,Jusme,1306
patches.php?mode=show&unit=G3&ID=7884,7884,motleycrue - Kickstart my heart,Motley Crue,4.3,True,False,2014-05-25,syakugannoikamu...,1555
patches.php?mode=show&unit=G3&ID=7881,7881,Water,Jusme,3.0,True,False,2014-05-22,Jusme,898
patches.php?mode=show&unit=G3&ID=7880,7880,E.V.H.,Van Halen,2.6,True,False,2014-05-21,Jusme,1257
patches.php?mode=show&unit=G3&ID=7877,7877,Metal/High Gain,Rhythm,1.0,True,False,2014-05-19,guitarman,1479
patches.php?mode=show&unit=G3&ID=7878,7878,High Gain Lead Tone,Lead,3.3,True,False,2014-05-19,guitarman,1961
patches.php?mode=show&unit=G3&ID=7879,7879,Ibanez PT3,Jusme,1.5,True,False,2014-05-19,Jusme,909
patches.php?mode=show&unit=G3&ID=7870,7870,Angus,AC/DC,4.0,True,False,2014-05-15,Jusme,3671
patches.php?mode=show&unit=G3&ID=7865,7865,On the turning away,David Gilmour,1.5,False,False,2014-05-13,Flyther,1318
patches.php?mode=show&unit=G3&ID=7866,7866,After dark - From dusk till dawn,Tito and tarantula,3.0,True,False,2014-05-13,Flyther,1299
patches.php?mode=show&unit=G3&ID=7867,7867,I sat by the ocean,Queens of the stone age,3.0,False,False,2014-05-13,Flyther,898
patches.php?mode=show&unit=G3&ID=7860,7860,Finally Free (Lead),John petrucci-Dream Theater,4.8,True,False,2014-05-11,cules,5834
patches.php?mode=show&unit=G3&ID=7855,7855,Saturday Night's Alright For Fighting,Elton John/Davey Johnstone,3.5,True,False,2014-05-07,Jusme,848
patches.php?mode=show&unit=G3&ID=7856,7856,Limelight,RUSH/Alex Lifeson,2.0,True,False,2014-05-07,Jusme,1090
patches.php?mode=show&unit=G3&ID=7846,7846,SRV,Stevie Ray Vaughan,3.3,True,False,2014-05-01,Jusme,2521
patches.php?mode=show&unit=G3&ID=7842,7842,Angustrat,AC/DC,3.8,True,False,2014-04-30,Jusme,2953
patches.php?mode=show&unit=G3&ID=7843,7843,Revolution,The Beatles,2.0,True,False,2014-04-30,Jusme,1169
patches.php?mode=show&unit=G3&ID=7839,7839,Brian May Bohemian Rapsody,Erman,3.7,True,False,2014-04-28,Erman,2055
patches.php?mode=show&unit=G3&ID=7824,7824,81DRIVE - Rock backing for EMG 81,sweet ARMS - Trust in you,5.0,False,True,2014-04-23,syakugannoikamu...,1185
patches.php?mode=show&unit=G3&ID=7817,7817,Stryper,Stryper Michael Sweet/Oz Fox,4.0,True,False,2014-04-18,Jusme,855
patches.php?mode=show&unit=G3&ID=7780,7780,Variax1928,Me,4.2,True,False,2014-03-29,Kurt,1840
patches.php?mode=show&unit=G3&ID=7781,7781,VariaxAc12,Me,1.0,True,False,2014-03-29,Kurt,1433
patches.php?mode=show&unit=G3&ID=7782,7782,VariaxAcou,Me,3.0,True,False,2014-03-29,Kurt,1585
patches.php?mode=show&unit=G3&ID=7783,7783,VariaxSitr,Me,4.8,True,False,2014-03-29,Kurt,1689
patches.php?mode=show&unit=G3&ID=7784,7784,VariaxBanj,Me,3.5,True,False,2014-03-29,Kurt,1475
patches.php?mode=show&unit=G3&ID=7774,7774,Clock Chimes,None...Mini Big Ben,4.3,True,False,2014-03-26,Jusme,1117
patches.php?mode=show&unit=G3&ID=7773,7773,Wylde Distortion,Zakk Wylde,2.0,True,False,2014-03-25,Jusme,2517
patches.php?mode=show&unit=G3&ID=7771,7771,Supersonic Noel,Oasis,3.0,True,False,2014-03-24,bLiNd88,1552
patches.php?mode=show&unit=G3&ID=7760,7760,FAB4-1966,Beatles,2.5,True,False,2014-03-23,Kurt,1503
patches.php?mode=show&unit=G3&ID=7761,7761,FAB-1966#2,TheBeatles,4.5,True,False,2014-03-23,Kurt,2812
patches.php?mode=show&unit=G3&ID=7762,7762,GermTicVI#,Me,5.0,True,False,2014-03-23,Kurt,1507
patches.php?mode=show&unit=G3&ID=7763,7763,MrGreeny#,PeterGreen/Greeny,5.0,True,False,2014-03-23,Kurt,1156
patches.php?mode=show&unit=G3&ID=7764,7764,PG-IfYouBe,PeterGreen-FleetwoodMac/IfYouBeMyBaby,,True,False,2014-03-23,Kurt,1058
patches.php?mode=show&unit=G3&ID=7765,7765,MrGreen4#,PeterGreen-FleetwoodMac/Bluesjam in Chicago 1969,2.0,False,False,2014-03-23,Kurt,884
patches.php?mode=show&unit=G3&ID=7769,7769,Three's Company,Tommy Tedesco,4.0,True,False,2014-03-23,Jusme,935
patches.php?mode=show&unit=G3&ID=7752,7752,Hysteria (Lead),Def Leppard,4.2,True,False,2014-03-21,Biz,3161
patches.php?mode=show&unit=G3&ID=7753,7753,X - World Anthem,X-Japan,2.0,False,True,2014-03-21,syakugannoikamu...,1444
patches.php?mode=show&unit=G3&ID=7747,7747,Djenty,periphery,3.3,False,False,2014-03-17,Yuto,1250
patches.php?mode=show&unit=G3&ID=7702,7702,Run Like Hell,Pink Floyd / David Gilmour,3.8,True,False,2014-03-11,Jusme,1887
patches.php?mode=show&unit=G3&ID=7699,7699,For Solo,Me,5.0,False,False,2014-03-10,Arefeen Shourav,2222
patches.php?mode=show&unit=G3&ID=7700,7700,Sitarish,Maybe Ravi Shankar,3.3,True,False,2014-03-10,Jusme,1272
patches.php?mode=show&unit=G3&ID=7701,7701,Bagpipes,Bon Scott?,3.7,True,False,2014-03-10,Jusme,1473
patches.php?mode=show&unit=G3&ID=7698,7698,Wah Always On,No one in particular,3.0,True,False,2014-03-09,Jusme,1214
patches.php?mode=show&unit=G3&ID=7695,7695,HELLOWEEN - I'm alive,HELLOWEEN,3.0,True,True,2014-03-08,syakugannoikamu...,1535
patches.php?mode=show&unit=G3&ID=7693,7693,Edge of Seventeen,Stevie Nicks / Waddy Wachtel (guitarist),4.0,True,False,2014-03-06,Jusme,1055
patches.php?mode=show&unit=G3&ID=7694,7694,Brighton Rock,Queen / Brian May,3.5,True,False,2014-03-06,Jusme,1749
patches.php?mode=show&unit=G3&ID=7680,7680,Ballerina 12/24,Steve Vai,3.7,True,False,2014-02-27,Jusme,2459
patches.php?mode=show&unit=G3&ID=7672,7672,335Crunsh1,Me,4.5,True,False,2014-02-26,Kurt,1620
patches.php?mode=show&unit=G3&ID=7673,7673,60sJazzRec,Me,4.2,True,False,2014-02-26,Kurt,2918
patches.php?mode=show&unit=G3&ID=7674,7674,MrGreen2#,FleetwoodMac/BluesJamInChicago1969,2.0,True,False,2014-02-26,Kurt,1614
patches.php?mode=show&unit=G3&ID=7675,7675,ShafferSet,Janne Shaffer,,True,False,2014-02-26,Kurt,853
patches.php?mode=show&unit=G3&ID=7662,7662,BasicTwin#,Me,4.0,True,False,2014-02-22,Kurt,3747
patches.php?mode=show&unit=G3&ID=7663,7663,Surf60´s2#,Me,3.8,True,False,2014-02-22,Kurt,1807
patches.php?mode=show&unit=G3&ID=7664,7664,MarvinSTR,Me,3.5,True,False,2014-02-22,Kurt,1367
patches.php?mode=show&unit=G3&ID=7665,7665,SerenadeSM,SteveMillerBand/FlyLIkeAnEagle,3.0,True,False,2014-02-22,Kurt,1267
patches.php?mode=show&unit=G3&ID=7647,7647,You Oughta Know,Alanis Morissette,4.0,False,True,2014-02-19,marcocdxx,1198
patches.php?mode=show&unit=G3&ID=7642,7642,DP - Highway star,Deep Purple - Ritchie Blackmore,4.3,True,False,2014-02-19,syakugannoikamu...,3644
patches.php?mode=show&unit=G3&ID=7645,7645,Cochise,Audioslave,2.0,False,False,2014-02-19,marcocdxx,1276
patches.php?mode=show&unit=G3&ID=7646,7646,Summer of 69,Bryan Adams,4.0,False,False,2014-02-19,marcocdxx,2183
patches.php?mode=show&unit=G3&ID=7638,7638,Ironic,Alanis Morrisette,1.0,False,False,2014-02-18,marcocdxx,897
patches.php?mode=show&unit=G3&ID=7628,7628,Glam Noise Gate,me,5.0,False,False,2014-02-15,Hutch,1012
patches.php?mode=show&unit=G3&ID=7629,7629,Anything,Dramarama,3.0,False,False,2014-02-15,Hutch,797
patches.php?mode=show&unit=G3&ID=7598,7598,Surf60´s,Me,2.0,True,False,2014-02-06,Kurt,1328
patches.php?mode=show&unit=G3&ID=7599,7599,BeachBBVI#,BeachBoys,1.0,True,False,2014-02-06,Kurt,1115
patches.php?mode=show&unit=G3&ID=7600,7600,TIcTacBVI1,Me,3.0,True,False,2014-02-06,Kurt,834
patches.php?mode=show&unit=G3&ID=7601,7601,JeTaimeVI#,JaneBirkin/SergeGainsbourg,4.3,True,False,2014-02-06,Kurt,1196
patches.php?mode=show&unit=G3&ID=7602,7602,SpagBVI1#,Me,,False,False,2014-02-06,Kurt,655
patches.php?mode=show&unit=G3&ID=7603,7603,SpagBVI2#,Me,,False,False,2014-02-06,Kurt,903
patches.php?mode=show&unit=G3&ID=7604,7604,DuanJetVI#,Me,2.0,True,False,2014-02-06,Kurt,957
patches.php?mode=show&unit=G3&ID=7585,7585,SwMusicDe - Metal,Me - SWMusicDe,3.7,False,True,2014-01-31,SteffenRTS,1470
patches.php?mode=show&unit=G3&ID=7583,7583,Maybe a great high Gain Lead Tone LOL,Hi Gain Shredder,1.0,False,False,2014-01-30,Trash Metal,1248
patches.php?mode=show&unit=G3&ID=7577,7577,All Around Metal Tone,A Day To Remember,4.0,True,False,2014-01-29,guitarman,3020
patches.php?mode=show&unit=G3&ID=7567,7567,DRIVE - for rock backing - Super Stream,Me - Infinite Storatos,3.5,False,True,2014-01-26,syakugannoikamu...,1182
patches.php?mode=show&unit=G3&ID=7568,7568,CRUNCH - for rock backing - Super Stream,Me - Infinite Storatos,2.7,False,True,2014-01-26,syakugannoikamu...,1047
patches.php?mode=show&unit=G3&ID=7561,7561,Mouth For War,PANTERA,2.8,True,False,2014-01-24,Takosaladjo,2300
patches.php?mode=show&unit=G3&ID=7558,7558,Dire Straits - Sultans of Swing,Mark Knopfler,3.7,True,False,2014-01-23,David,3480
patches.php?mode=show&unit=G3&ID=7559,7559,Corrected sound file for below - Dire Straits,Mark  Knopfler,3.8,True,False,2014-01-23,David,2673
patches.php?mode=show&unit=G3&ID=7555,7555,BostonLD  - Star Spangled Banner - Lead,Boston - Tom Schultz,3.3,False,True,2014-01-22,syakugannoikamu...,1652
patches.php?mode=show&unit=G3&ID=7547,7547,Joe Satriani  - Premonition,Joe Satriani,4.0,True,False,2014-01-17,David,2622
patches.php?mode=show&unit=G3&ID=7544,7544,ACO SIM,Journey - Neal Schon,3.3,False,True,2014-01-16,syakugannoikamu...,1662
patches.php?mode=show&unit=G3&ID=7545,7545,SCHON,Journey - Neal Schon,5.0,False,True,2014-01-16,syakugannoikamu...,1220
patches.php?mode=show&unit=G3&ID=7542,7542,Hellyeah,HELLYEAH,,True,False,2014-01-15,vxsyn,903
patches.php?mode=show&unit=G3&ID=7540,7540,SYKES,John Sykes - Whitesnake,3.3,True,False,2014-01-14,syakugannoikamu...,1597
patches.php?mode=show&unit=G3&ID=7536,7536,RR,Randy Rhoads - Ozzy Osbourne,4.0,True,False,2014-01-13,syakugannoikamu...,3017
patches.php?mode=show&unit=G3&ID=7532,7532,5150,Van Halen,4.2,True,False,2014-01-11,syakugannoikamu...,3734
patches.php?mode=show&unit=G3&ID=7533,7533,BostonCL,Boston - Tom Schultz - More than feeling - intro clean,4.0,True,False,2014-01-11,syakugannoikamu...,2081
patches.php?mode=show&unit=G3&ID=7530,7530,Critical Acclaim,Avenged Sevenfold,4.5,True,False,2014-01-10,vxsyn,2464
patches.php?mode=show&unit=G3&ID=7531,7531,80JUDAS,JUDAS PRIEST,3.5,True,False,2014-01-10,syakugannoikamu...,2011
patches.php?mode=show&unit=G3&ID=7527,7527,Coming Undone,KoRn,3.0,True,False,2014-01-09,vxsyn,1928
patches.php?mode=show&unit=G3&ID=7523,7523,BAD,U2,4.0,False,False,2014-01-06,Bergison,1095
patches.php?mode=show&unit=G3&ID=7516,7516,away2long,Soundgarden,5.0,False,True,2014-01-04,Vic,1364
patches.php?mode=show&unit=G3&ID=7515,7515,Guns AFD,Guns,3.3,True,False,2014-01-03,teuteu,2102
patches.php?mode=show&unit=G3&ID=7495,7495,Money for Nothing,Dire Straits,5.0,False,False,2013-12-28,Cooltide,2996
patches.php?mode=show&unit=G3&ID=7478,7478,Tool,Tool - Adam Jones,4.2,True,False,2013-12-14,NateDZ,2622
patches.php?mode=show&unit=G3&ID=7465,7465,Sultans of Swing,Dire Straits,3.0,False,False,2013-12-09,FenderIceman,2595
patches.php?mode=show&unit=G3&ID=7463,7463,Shine On You Crazy Diamond,David Gilmour,4.2,False,False,2013-12-08,Vishwendra sing...,3206
patches.php?mode=show&unit=G3&ID=7464,7464,Time,David Gilmour,3.8,True,False,2013-12-08,Vishwendra sing...,2843
patches.php?mode=show&unit=G3&ID=7461,7461,Wake Me Up Synth,Avicii,3.3,True,False,2013-12-06,Arjun,1570
patches.php?mode=show&unit=G3&ID=7445,7445,CMNA - BOSS Distorsión,CMNA,,False,False,2013-11-28,CMNA,947
patches.php?mode=show&unit=G3&ID=7397,7397,Talk Box  -  Do you feel like we do   ; for G3x,Peter Frampton,3.8,True,False,2013-11-21,David,2020
patches.php?mode=show&unit=G3&ID=7391,7391,Metal Distortion V2 with Reverb,CMNA,5.0,False,False,2013-11-18,christian_amaya,1177
patches.php?mode=show&unit=G3&ID=7386,7386,Stairway to Heaven solo,Led Zeppelin,4.5,True,False,2013-11-17,Guitar_per_semp...,7063
patches.php?mode=show&unit=G3&ID=7388,7388,Metal Distortion whit Solo and Wah,CMNA,2.0,False,False,2013-11-17,Christian_Amaya,1272
patches.php?mode=show&unit=G3&ID=7343,7343,Dirty Slash,Slash,3.0,True,False,2013-10-28,Gui___Smo,2490
patches.php?mode=show&unit=G3&ID=7341,7341,Hendrix_SRV,Hendrix_SRV,4.5,True,False,2013-10-27,Peoples2,4547
patches.php?mode=show&unit=G3&ID=7322,7322,Where Streets Have No Name,U2,4.5,False,False,2013-10-20,Bergison,1953
patches.php?mode=show&unit=G3&ID=7316,7316,Only Distos,DR,1.0,False,False,2013-10-17,Ric,789
patches.php?mode=show&unit=G3&ID=7312,7312,Morricone,Ennio Morricone,4.0,False,False,2013-10-15,Ric,1454
patches.php?mode=show&unit=G3&ID=7313,7313,Patches G5 Bank1,me,1.0,False,False,2013-10-15,Ric,1245
patches.php?mode=show&unit=G3&ID=7314,7314,Patches G5 Bank2,me,5.0,False,False,2013-10-15,Ric,1172
patches.php?mode=show&unit=G3&ID=7315,7315,Patches G5 Bank3,me,1.0,False,False,2013-10-15,Ric,1085
patches.php?mode=show&unit=G3&ID=7310,7310,Mad Sounds,Arctic Monkeys,4.0,False,False,2013-10-14,mynamesucks_,910
patches.php?mode=show&unit=G3&ID=7296,7296,Jeff Buckley Hallelujah,Jeff Buckley,1.0,False,False,2013-10-12,LeaderSheep,1342
patches.php?mode=show&unit=G3&ID=7286,7286,FingerBass,DR,1.5,False,False,2013-10-10,Ric,1263
patches.php?mode=show&unit=G3&ID=7287,7287,PhaserLead,DR,1.0,False,False,2013-10-10,Ric,1026
patches.php?mode=show&unit=G3&ID=7288,7288,WahLeadDRV,DR,2.0,False,False,2013-10-10,Ric,918
patches.php?mode=show&unit=G3&ID=7283,7283,SpecialDR9,DR,5.0,False,False,2013-10-07,Ric,892
patches.php?mode=show&unit=G3&ID=7279,7279,Haruka kanata,Asian Kung-fu generation,2.0,False,False,2013-10-05,Kiluange,1056
patches.php?mode=show&unit=G3&ID=7281,7281,SpecialDR8,DR,1.0,False,False,2013-10-05,Ric,816
patches.php?mode=show&unit=G3&ID=7271,7271,SpecialDR1,DR,1.0,False,False,2013-10-04,Ric,812
patches.php?mode=show&unit=G3&ID=7272,7272,SpecialDR2,DR,1.0,False,False,2013-10-04,Ric,736
patches.php?mode=show&unit=G3&ID=7273,7273,SpecialDR3,DR,1.0,False,False,2013-10-04,Ric,625
